seq,feed_to_engine_ns,decision_ns,total_ns
10410,1880935,42,134
10411,1880858,38,140
10412,1880805,41,154
10413,1880847,40,134
10414,1880967,40,144
10415,1880925,49,188
10416,1881038,42,171
10417,1881113,51,155
10418,1881193,44,171
10419,1881182,38,152
10420,1881254,54,156
10421,1881201,36,140
10422,1881101,39,123
10423,1881116,42,138
10424,1881050,36,118
10425,1881082,38,140
10426,1881041,38,141
10427,1881099,34,151
10428,1881062,37,141
10429,1881024,39,153
10430,1881093,34,119
10431,1881006,38,121
10432,1881047,40,159
10433,1881015,42,150
10434,1880840,36,129
10435,1880786,43,127
10436,1880730,94,217
10437,1880738,42,144
10438,1880698,41,153
10439,1880668,51,282
10440,1880737,42,142
10441,1880680,46,286
10442,1880890,54,182
10443,1880886,42,164
10444,1880976,35,147
10445,1880931,41,153
10446,1881004,43,159
10447,1880951,41,153
10448,1881080,39,125
10449,1881022,40,140
10450,1881086,43,148
10451,1881028,42,148
10452,1881105,40,128
10453,1881213,39,166
10454,1881355,41,146
10455,1881475,36,149
10456,1881602,39,119
10457,1881696,42,166
10458,1881844,49,164
10459,1881992,43,144
10460,1882109,42,163
10461,1882249,42,136
10462,1882367,41,156
10463,1882500,41,164
10464,1882640,39,142
10465,1882761,40,162
10466,1882896,40,160
10467,1883032,42,155
10468,1883162,43,141
10469,1883281,41,154
10470,1883414,42,132
10471,1883524,39,146
10472,1883643,41,131
10473,1883754,41,160
10474,1883892,40,138
10475,1884009,38,145
10476,1883962,43,140
10477,1884026,38,139
10478,1883974,39,146
10479,1884043,42,144
10480,1883990,42,141
10481,1884050,42,141
10482,1883995,46,167
10483,1884077,43,163
10484,1883970,56,196
10485,1883986,48,165
10486,1884063,39,143
10487,1884000,40,155
10488,1883963,40,114
10489,1883872,43,144
10490,1883941,43,147
10491,1883984,44,146
10492,1884052,40,144
10493,1884020,51,191
10494,1883932,46,144
10495,1883998,44,140
10496,1883937,39,134
10497,1886017,44,184
10498,1886078,42,170
10499,1886041,44,160
10500,1885909,85,192
10501,1885827,45,152
10502,1885907,52,340
10503,1886073,49,218
10504,1886210,39,174
10505,1886178,44,172
10506,1886157,44,149
10507,1886228,38,159
10508,1886201,41,162
10509,1886291,45,172
10510,1886280,39,138
10511,1886341,41,153
10512,1886303,43,154
10513,1886382,41,133
10514,1886334,45,144
10515,1886411,41,130
10516,1886353,39,152
10517,1886423,38,132
10518,1886543,37,166
10519,1886504,35,138
10520,1886449,47,155
10521,1886425,38,133
10522,1886354,36,123
10523,1886283,35,144
10524,1886400,34,153
10525,1886344,35,149
10526,1886309,38,160
10527,1886176,36,161
10528,1886256,37,144
10529,1886211,38,156
10530,1886281,41,169
10531,1886238,40,127
10532,1886176,33,132
10533,1886107,33,104
10534,1886022,40,135
10535,1885952,40,149
10536,1886029,40,142
10537,1885989,40,129
10538,1886044,41,144
10539,1886094,43,157
10540,1886171,40,138
10541,1886285,42,133
10542,1886317,40,123
10543,1886417,39,152
10544,1886392,37,138
10545,1886448,39,131
10546,1886403,34,137
10547,1886210,34,110
10548,1886290,32,108
10549,1886370,35,146
10550,1886488,36,117
10551,1886577,33,125
10552,1886674,32,136
10553,1886780,34,128
10554,1886876,35,123
10555,1886968,36,127
10556,1887067,34,124
10557,1887163,39,132
10558,1887273,36,147
10559,1887394,32,90
10560,1887455,33,117
10561,1887538,33,109
10562,1887607,33,101
10563,1887677,32,115
10564,1887762,94,186
10565,1887919,32,119
10566,1888004,40,115
10567,1888095,32,104
10568,1888168,32,117
10569,1888251,32,118
10570,1888337,32,123
10571,1888256,34,146
10572,1888101,33,102
10573,1888118,40,131
10574,1888037,39,128
10575,1887955,39,159
10576,1887900,38,138
10577,1887960,38,131
10578,1888067,37,120
10579,1888160,37,147
10580,1888280,35,134
10581,1888391,40,145
10582,1888511,37,119
10583,1888605,38,144
10584,1888722,38,132
10585,1888829,38,129
10586,1888931,41,120
10587,1889026,37,124
10588,1889123,38,144
10589,1889237,38,127
10590,1889340,38,137
10591,1889453,38,120
10592,1889547,37,139
10593,1889659,38,133
10594,1889762,37,123
10595,1889858,35,126
10596,1889955,37,123
10597,1889870,38,122
10598,1889916,39,133
10599,1889955,40,120
10600,1889794,39,134
10601,1889850,39,138
10602,1889773,41,127
10603,1889708,38,151
10604,1889674,36,124
10605,1889718,39,123
10606,1889651,39,133
10607,1889699,39,152
10608,1889664,39,125
10609,1889622,39,127
10610,1889654,39,133
10611,1889706,40,146
10612,1889666,40,138
10613,1889728,37,146
10614,1889689,36,128
10615,1889739,36,135
10616,1889684,36,123
10617,1889728,37,129
10618,1889760,38,136
10619,1889816,37,131
10620,1889921,39,134
10621,1889954,37,132
10622,1890058,38,123
10623,1889977,36,111
10624,1890010,37,125
10625,1893408,36,137
10626,1893467,37,137
10627,1893421,39,129
10628,1893468,80,173
10629,1893437,37,116
10630,1893473,36,122
10631,1893386,36,142
10632,1893336,39,159
10633,1893308,38,156
10634,1893384,36,130
10635,1893303,36,140
10636,1893252,37,143
10637,1893200,38,138
10638,1893226,35,116
10639,1893315,38,171
10640,1893276,36,131
10641,1893219,39,132
10642,1893150,37,128
10643,1893075,38,139
10644,1893027,38,148
10645,1892959,38,140
10646,1892803,39,128
10647,1892853,38,150
10648,1892817,39,162
10649,1892902,37,129
10650,1892822,36,124
10651,1892762,38,141
10652,1892791,39,161
10653,1892760,37,140
10654,1892823,36,132
10655,1892854,39,149
10656,1892919,38,132
10657,1892858,39,142
10658,1892912,39,126
10659,1892828,37,131
10660,1892761,36,125
10661,1892699,41,138
10662,1892648,38,146
10663,1892691,38,126
10664,1892611,37,149
10665,1892678,36,259
10666,1892730,36,128
10667,1892670,37,127
10668,1892614,37,127
10669,1892630,37,129
10670,1892558,37,118
10671,1892508,39,134
10672,1892546,38,131
10673,1892600,36,147
10674,1892532,38,126
10675,1892471,37,132
10676,1892410,38,126
10677,1892350,38,131
10678,1892287,38,129
10679,1892227,38,131
10680,1892168,37,114
10681,1892092,37,164
10682,1892069,41,127
10683,1891902,39,122
10684,1891945,36,122
10685,1891875,37,125
10686,1891923,38,139
10687,1891875,40,125
10688,1891919,37,125
10689,1891843,39,126
10690,1891890,38,136
10691,1891833,39,133
10692,1891885,79,179
10693,1891854,40,122
10694,1891777,40,127
10695,1891610,38,133
10696,1891666,36,134
10697,1891608,39,136
10698,1891667,37,137
10699,1891611,39,136
10700,1891671,39,125
10701,1891612,37,130
10702,1891666,38,126
10703,1891607,36,131
10704,1891662,38,136
10705,1891610,38,128
10706,1891658,37,133
10707,1891582,41,140
10708,1891537,40,126
10709,1891478,39,131
10710,1891420,40,120
10711,1891359,38,129
10712,1891298,38,119
10713,1891221,40,135
10714,1891173,33,112
10715,1891091,34,119
10716,1891010,32,119
10717,1891013,34,108
10718,1890916,34,130
10719,1890960,35,114
10720,1890863,33,124
10721,1890786,33,102
10722,1890808,37,145
10723,1890768,36,145
10724,1890837,38,157
10725,1890786,38,142
10726,1890731,33,137
10727,1890671,35,120
10728,1890710,37,142
10729,1890754,35,136
10730,1890624,40,109
10731,1890651,36,128
10732,1890593,40,148
10733,1890662,36,116
10734,1890577,40,111
10735,1890607,42,154
10736,1890547,37,139
10737,1890485,38,141
10738,1890425,39,151
10739,1890387,42,160
10740,1890360,40,128
10741,1890302,35,151
10742,1890262,40,146
10743,1890215,39,164
10744,1890200,39,172
10745,1890181,46,153
10746,1890133,39,158
10747,1890216,42,137
10748,1890141,39,182
10749,1890129,34,148
10750,1890200,39,160
10751,1890179,37,150
10752,1890249,36,148
10753,1892456,38,157
10754,1892195,39,160
10755,1892278,42,162
10756,1892236,89,181
10757,1892226,37,147
10758,1892176,44,169
10759,1892148,39,161
10760,1892125,42,142
10761,1892072,42,166
10762,1892129,41,126
10763,1892053,38,147
10764,1892124,34,133
10765,1892068,38,127
10766,1892112,47,120
10767,1892052,39,154
10768,1892128,40,129
10769,1892065,41,141
10770,1892122,37,117
10771,1892212,39,157
10772,1892347,42,153
10773,1892476,39,125
10774,1892577,40,126
10775,1892681,40,137
10776,1892795,40,146
10777,1892920,40,139
10778,1893033,41,152
10779,1893166,38,147
10780,1893281,44,113
10781,1893372,40,162
10782,1893507,44,148
10783,1893635,41,137
10784,1893745,40,135
10785,1893853,40,137
10786,1893967,39,131
10787,1894074,41,136
10788,1894190,49,149
10789,1894317,37,108
10790,1894399,42,150
10791,1894528,41,149
10792,1894648,40,151
10793,1894771,40,163
10794,1894911,39,158
10795,1895048,39,203
10796,1894988,45,149
10797,1895098,41,146
10798,1895060,37,151
10799,1895125,40,161
10800,1895076,41,140
10801,1895028,41,136
10802,1894968,40,163
10803,1894945,41,134
10804,1894898,40,153
10805,1894867,40,132
10806,1894810,41,139
10807,1894768,39,128
10808,1894713,40,154
10809,1894669,48,165
10810,1894740,39,146
10811,1894677,38,156
10812,1894754,39,145
10813,1894713,39,143
10814,1894781,40,148
10815,1894745,40,160
10816,1894922,37,159
10817,1894868,44,158
10818,1894764,40,162
10819,1894654,45,143
10820,1894723,118,237
10821,1894750,44,149
10822,1894821,41,163
10823,1894799,42,141
10824,1894862,41,147
10825,1894802,41,151
10826,1894765,40,162
10827,1894737,40,132
10828,1894684,42,141
10829,1894642,44,162
10830,1894623,41,141
10831,1894579,41,165
10832,1894627,41,147
10833,1894752,47,168
10834,1894720,39,126
10835,1894662,41,152
10836,1894718,39,161
10837,1894675,40,148
10838,1894726,39,110
10839,1894640,35,128
10840,1894568,40,151
10841,1894536,43,145
10842,1894582,39,142
10843,1894504,43,150
10844,1894582,39,163
10845,1894564,43,160
10846,1894650,42,151
10847,1894626,42,151
10848,1894698,40,183
10849,1894681,38,208
10850,1894712,42,162
10851,1894685,39,143
10852,1894808,39,137
10853,1894922,40,131
10854,1895030,42,149
10855,1895155,43,144
10856,1895277,42,139
10857,1895394,40,189
10858,1895560,40,142
10859,1895393,44,159
10860,1895528,42,152
10861,1895658,40,136
10862,1895773,40,157
10863,1895909,38,139
10864,1896027,43,151
10865,1896155,38,145
10866,1896285,40,131
10867,1896394,39,147
10868,1896514,39,163
10869,1896655,40,148
10870,1896780,43,144
10871,1896747,40,155
10872,1896825,41,137
10873,1896870,44,151
10874,1896749,41,145
10875,1896812,43,140
10876,1896747,40,147
10877,1896821,38,144
10878,1896771,44,142
10879,1896832,40,147
10880,1896783,41,165
10881,1899310,42,197
10882,1899082,52,172
10883,1899185,42,152
10884,1899130,105,223
10885,1899275,40,151
10886,1899245,40,113
10887,1899286,44,160
10888,1899267,39,145
10889,1899334,41,166
10890,1899324,39,162
10891,1899293,43,140
10892,1899354,38,162
10893,1899329,40,136
10894,1899379,41,153
10895,1899320,38,131
10896,1899161,40,149
10897,1899235,41,147
10898,1899191,36,141
10899,1899257,43,128
10900,1899175,40,130
10901,1899115,44,142
10902,1899188,39,153
10903,1899163,41,149
10904,1899233,41,154
10905,1899203,40,149
10906,1899272,41,156
10907,1899229,41,146
10908,1899301,40,150
10909,1899256,37,135
10910,1899313,40,142
10911,1899270,40,150
10912,1899344,43,148
10913,1899277,42,165
10914,1899370,43,165
10915,1899352,37,120
10916,1899395,40,152
10917,1899333,38,134
10918,1899286,42,135
10919,1899228,40,151
10920,1899300,42,154
10921,1899165,40,150
10922,1899220,39,140
10923,1899157,41,140
10924,1899189,40,138
10925,1899136,38,143
10926,1899205,43,145
10927,1899173,43,162
10928,1899257,49,156
10929,1899234,42,166
10930,1899322,38,138
10931,1899255,48,170
10932,1899219,38,135
10933,1899171,39,168
10934,1899150,40,158
10935,1899114,39,161
10936,1899255,43,137
10937,1899193,40,145
10938,1899267,39,152
10939,1899233,39,143
10940,1899299,44,182
10941,1899297,41,138
10942,1899360,40,141
10943,1899315,38,154
10944,1899472,39,132
10945,1899398,40,133
10946,1899334,45,162
10947,1899469,37,151
10948,1899426,104,192
10949,1899544,40,159
10950,1899511,44,157
10951,1899591,39,133
10952,1899536,39,265
10953,1899727,39,146
10954,1899690,43,146
10955,1899755,45,154
10956,1899705,40,155
10957,1899671,40,213
10958,1899708,43,162
10959,1899687,57,213
10960,1899700,38,151
10961,1899661,40,158
10962,1899627,41,183
10963,1899714,41,142
10964,1899665,40,165
10965,1899751,41,146
10966,1899722,39,146
10967,1899796,43,146
10968,1899918,41,143
10969,1899847,42,163
10970,1899987,42,164
10971,1899945,39,153
10972,1899904,39,144
10973,1899938,40,136
10974,1899870,40,135
10975,1899929,42,138
10976,1899885,31,139
10977,1899938,41,144
10978,1899872,39,154
10979,1899853,44,141
10980,1899795,42,142
10981,1899748,38,130
10982,1899676,36,142
10983,1899628,41,145
10984,1899665,38,141
10985,1899731,39,162
10986,1899707,41,154
10987,1899787,44,167
10988,1899743,44,152
10989,1899711,38,166
10990,1899765,41,128
10991,1899695,41,154
10992,1899775,38,152
10993,1899910,41,133
10994,1899859,40,153
10995,1899934,41,157
10996,1899896,41,142
10997,1899958,42,150
10998,1899926,39,158
10999,1899981,39,140
11000,1900044,42,1939
11001,1901958,42,171
11002,1902108,40,165
11003,1902248,40,144
11004,1902367,39,142
11005,1902483,37,168
11006,1902630,42,142
11007,1902745,44,155
11008,1902871,39,139
11009,1905331,45,169
11010,1905379,40,151
11011,1905507,41,154
11012,1905642,89,222
11013,1905841,44,168
11014,1905980,42,151
11015,1906108,42,160
11016,1906244,43,171
11017,1906398,40,142
11018,1906513,45,158
11019,1906650,40,136
11020,1906760,42,143
11021,1906881,41,216
11022,1907074,44,164
11023,1907216,44,160
11024,1907354,43,144
11025,1907295,40,123
11026,1907338,40,161
11027,1907286,41,147
11028,1907247,43,163
11029,1907331,40,150
11030,1907270,40,159
11031,1907240,41,130
11032,1907292,42,136
11033,1907243,40,158
11034,1907317,40,152
11035,1907281,41,163
11036,1907359,39,156
11037,1907306,40,145
11038,1907264,42,258
11039,1907339,35,137
11040,1907382,39,136
11041,1907312,41,153
11042,1907381,42,153
11043,1907353,43,136
11044,1907412,40,127
11045,1907358,41,148
11046,1907196,41,151
11047,1907276,34,152
11048,1907238,41,150
11049,1907312,38,189
11050,1907315,38,146
11051,1907386,42,158
11052,1907358,41,131
11053,1907409,41,161
11054,1907365,41,171
11055,1907336,39,145
11056,1907281,42,161
11057,1907250,40,161
11058,1907211,41,158
11059,1907252,38,130
11060,1907360,45,143
11061,1907292,34,127
11062,1907346,40,140
11063,1907303,41,149
11064,1907377,41,165
11065,1907359,38,134
11066,1907409,40,154
11067,1907367,43,130
11068,1907382,43,162
11069,1907356,38,154
11070,1907432,43,158
11071,1907397,43,162
11072,1907533,38,147
11073,1907491,41,145
11074,1907311,40,142
11075,1907269,40,145
11076,1907213,124,234
11077,1907265,46,151
11078,1907117,38,140
11079,1907182,55,267
11080,1907263,38,140
11081,1907324,43,147
11082,1907266,37,155
11083,1907243,41,140
11084,1907194,38,151
11085,1907157,43,146
11086,1907122,41,157
11087,1907094,36,138
11088,1907120,33,136
11089,1907073,40,162
11090,1907155,39,160
11091,1907225,45,169
11092,1907311,43,156
11093,1907258,40,155
11094,1907234,43,146
11095,1907281,39,148
11096,1907237,41,145
11097,1907303,34,123
11098,1907249,43,153
11099,1907325,40,146
11100,1907372,38,135
11101,1907415,38,141
11102,1907535,38,182
11103,1907516,42,304
11104,1907740,39,149
11105,1907683,37,173
11106,1907560,38,147
11107,1907496,43,175
11108,1907330,41,158
11109,1907468,41,157
11110,1907605,38,141
11111,1907724,40,161
11112,1907862,39,142
11113,1907987,42,158
11114,1908116,46,264
11115,1908356,40,180
11116,1908513,42,146
11117,1908636,41,151
11118,1908764,40,155
11119,1908899,39,139
11120,1909017,42,155
11121,1909151,40,162
11122,1909290,40,136
11123,1909399,38,171
11124,1909543,41,148
11125,1909666,36,127
11126,1909766,37,140
11127,1909887,41,166
11128,1910027,39,151
11129,1910153,40,173
11130,1910306,38,146
11131,1910431,39,152
11132,1910473,43,147
11133,1910430,43,164
11134,1910571,39,155
11135,1910700,41,143
11136,1910651,41,142
11137,1913266,46,169
11138,1913337,44,156
11139,1913471,36,138
11140,1913403,103,222
11141,1913550,40,164
11142,1913498,38,152
11143,1913574,40,132
11144,1913607,39,161
11145,1913685,40,167
11146,1913653,40,124
11147,1913698,40,147
11148,1913628,41,148
11149,1913697,42,157
11150,1913641,41,155
11151,1913714,41,155
11152,1913771,36,133
11153,1913820,39,158
11154,1913956,40,137
11155,1914069,33,107
11156,1914147,42,147
11157,1914087,40,158
11158,1914167,32,137
11159,1914206,36,127
11160,1914245,34,183
11161,1914400,42,165
11162,1914373,41,146
11163,1914446,34,141
11164,1914395,33,133
11165,1914451,42,139
11166,1914488,44,162
11167,1914577,44,176
11168,1914573,40,145
11169,1914643,42,166
11170,1914606,43,169
11171,1914442,41,153
11172,1914522,40,138
11173,1914476,35,130
11174,1914531,42,130
11175,1914461,41,175
11176,1914557,40,160
11177,1914531,45,167
11178,1914615,41,153
11179,1914674,41,158
11180,1914757,39,139
11181,1914691,41,144
11182,1914650,39,129
11183,1914707,41,140
11184,1914746,40,136
11185,1914797,42,145
11186,1914923,37,141
11187,1914853,40,152
11188,1914803,42,141
11189,1914866,34,155
11190,1914898,43,139
11191,1914958,37,145
11192,1914892,40,139
11193,1914765,42,142
11194,1914841,40,148
11195,1914886,43,149
11196,1914958,42,180
11197,1914939,41,130
11198,1914992,40,141
11199,1915104,42,132
11200,1915139,40,145
11201,1915251,44,149
11202,1915049,42,155
11203,1915129,41,150
11204,1915088,91,196
11205,1915195,42,159
11206,1915248,44,138
11207,1915309,40,150
11208,1915272,41,146
11209,1915347,43,149
11210,1915399,40,172
11211,1915297,38,141
11212,1915360,38,135
11213,1915375,38,139
11214,1915443,37,138
11215,1915371,42,135
11216,1915432,42,146
11217,1915554,42,133
11218,1915501,40,130
11219,1915553,47,134
11220,1915592,41,167
11221,1915733,41,168
11222,1915708,38,156
11223,1915786,41,203
11224,1915964,42,150
11225,1915936,40,140
11226,1915999,41,125
11227,1915941,43,138
11228,1915997,43,150
11229,1916046,41,145
11230,1916116,39,162
11231,1916072,42,138
11232,1916014,40,140
11233,1915904,40,132
11234,1915941,40,156
11235,1915903,41,152
11236,1915850,41,151
11237,1915921,41,152
11238,1915963,41,134
11239,1916072,44,139
11240,1916023,41,138
11241,1916078,43,159
11242,1916141,37,157
11243,1916036,40,152
11244,1916115,40,136
11245,1916158,41,149
11246,1916227,40,142
11247,1916170,40,194
11248,1916168,42,146
11249,1916123,42,179
11250,1916122,42,157
11251,1916089,38,126
11252,1916112,41,147
11253,1916071,46,152
11254,1916146,42,154
11255,1916206,39,144
11256,1916065,40,139
11257,1916010,39,221
11258,1916149,41,126
11259,1916253,40,145
11260,1916375,41,147
11261,1916308,38,139
11262,1916244,41,144
11263,1916313,38,126
11264,1916236,41,133
11265,1918374,40,161
11266,1918509,41,180
11267,1918663,41,162
11268,1918804,108,233
11269,1919018,43,176
11270,1919171,38,166
11271,1919314,37,163
11272,1919460,38,153
11273,1919588,39,167
11274,1919731,35,137
11275,1919842,42,147
11276,1919964,40,125
11277,1920074,39,142
11278,1920195,39,138
11279,1920308,38,125
11280,1920399,38,135
11281,1920512,39,146
11282,1920633,38,122
11283,1920724,35,151
11284,1920850,42,165
11285,1920993,42,163
11286,1921133,41,152
11287,1921261,38,145
11288,1921386,40,146
11289,1921507,41,193
11290,1921677,40,150
11291,1921805,39,158
11292,1921930,42,133
11293,1921855,40,155
11294,1921932,42,132
11295,1921794,41,153
11296,1921917,40,138
11297,1921873,44,144
11298,1921942,40,141
11299,1921893,45,132
11300,1921949,40,138
11301,1921985,37,164
11302,1922074,39,254
11303,1922151,39,155
11304,1922229,39,155
11305,1922204,41,142
11306,1922270,41,163
11307,1922248,43,142
11308,1922315,43,148
11309,1922283,35,156
11310,1922348,44,136
11311,1922384,44,159
11312,1922521,38,141
11313,1922464,40,225
11314,1922613,43,147
11315,1922672,42,157
11316,1922751,41,129
11317,1922669,44,167
11318,1922653,43,134
11319,1922597,42,206
11320,1922618,39,146
11321,1922576,42,148
11322,1922541,74,171
11323,1922506,44,163
11324,1922558,41,159
11325,1922530,41,162
11326,1922615,39,157
11327,1922569,42,154
11328,1922529,38,155
11329,1922488,39,138
11330,1922375,40,151
11331,1922459,42,120
11332,1922554,119,252
11333,1922783,42,156
11334,1922916,40,145
11335,1923034,33,105
11336,1923118,40,163
11337,1923262,40,252
11338,1923489,40,162
11339,1923630,40,150
11340,1923757,41,158
11341,1923891,39,153
11342,1924022,46,153
11343,1924150,40,154
11344,1924285,40,204
11345,1924466,35,155
11346,1924598,44,167
11347,1924743,37,154
11348,1924867,37,156
11349,1925003,42,165
11350,1925148,40,164
11351,1925295,40,157
11352,1925428,40,145
11353,1925547,40,151
11354,1925677,41,168
11355,1925821,42,135
11356,1925931,41,168
11357,1926076,41,125
11358,1926088,43,150
11359,1926217,42,138
11360,1926333,42,146
11361,1926458,42,137
11362,1926570,41,162
11363,1926714,42,141
11364,1926831,42,164
11365,1926795,42,153
11366,1926652,40,144
11367,1926714,45,156
11368,1926666,39,125
11369,1926586,43,146
11370,1926542,38,153
11371,1926590,45,144
11372,1926711,39,157
11373,1926842,40,134
11374,1926951,40,159
11375,1927085,43,167
11376,1927227,41,164
11377,1927372,40,126
11378,1927477,41,146
11379,1927597,38,150
11380,1927720,40,150
11381,1927847,42,135
11382,1927960,40,140
11383,1928080,40,140
11384,1928192,40,132
11385,1928298,44,157
11386,1928437,40,142
11387,1928554,43,147
11388,1928676,43,149
11389,1928622,42,140
11390,1928684,39,136
11391,1928733,42,150
11392,1928809,47,144
11393,1930804,40,175
11394,1930515,40,155
11395,1930489,41,152
11396,1930451,92,204
11397,1930470,41,150
11398,1930429,41,153
11399,1930475,37,140
11400,1930423,41,136
11401,1930478,43,152
11402,1930438,42,165
11403,1930527,42,162
11404,1930510,41,146
11405,1930578,39,161
11406,1930716,42,149
11407,1930665,40,199
11408,1930664,38,151
11409,1930625,43,144
11410,1930584,40,268
11411,1930828,42,145
11412,1930783,38,256
11413,1930960,40,141
11414,1931004,40,154
11415,1930878,38,160
11416,1930961,41,167
11417,1930928,40,129
11418,1930981,39,146
11419,1930914,41,165
11420,1930821,39,150
11421,1930850,39,136
11422,1930877,40,146
11423,1930830,43,163
11424,1930917,34,138
11425,1930958,42,134
11426,1931014,43,140
11427,1930950,42,149
11428,1931022,41,144
11429,1930964,39,161
11430,1930939,44,152
11431,1930899,39,141
11432,1930937,39,175
11433,1931088,37,135
11434,1931200,35,140
11435,1931126,44,175
11436,1931224,41,147
11437,1931162,42,151
11438,1931122,42,156
11439,1931071,35,132
11440,1931181,53,236
11441,1931233,43,156
11442,1931311,43,258
11443,1931357,38,159
11444,1931336,40,140
11445,1931296,40,191
11446,1931291,41,148
11447,1931335,40,139
11448,1931282,45,142
11449,1931352,42,149
11450,1931283,38,127
11451,1931208,35,117
11452,1931139,40,202
11453,1931155,41,149
11454,1931113,39,144
11455,1931141,38,161
11456,1931379,41,147
11457,1931499,38,165
11458,1931396,40,169
11459,1931472,43,154
11460,1931408,93,227
11461,1931437,41,158
11462,1931411,41,174
11463,1931381,42,139
11464,1931408,40,162
11465,1931380,48,197
11466,1931500,38,156
11467,1931468,43,149
11468,1931538,43,154
11469,1931506,38,145
11470,1931570,41,128
11471,1931518,38,129
11472,1931566,36,138
11473,1931513,41,158
11474,1931594,40,166
11475,1931551,37,124
11476,1931479,42,147
11477,1931436,39,136
11478,1931378,42,154
11479,1931352,40,154
11480,1931482,40,152
11481,1931615,42,164
11482,1931753,42,141
11483,1931762,40,137
11484,1931883,43,142
11485,1931996,41,138
11486,1932117,39,145
11487,1932233,40,159
11488,1932370,40,155
11489,1932501,43,158
11490,1932634,47,134
11491,1932760,43,173
11492,1932905,40,129
11493,1933004,44,144
11494,1933121,40,155
11495,1933257,39,142
11496,1933372,40,141
11497,1933486,42,142
11498,1933603,61,192
11499,1933777,38,157
11500,1933722,39,139
11501,1933654,41,133
11502,1933603,42,162
11503,1933582,42,146
11504,1933642,44,152
11505,1933594,42,163
11506,1933571,40,153
11507,1933532,40,146
11508,1933485,39,158
11509,1933575,41,143
11510,1933536,40,152
11511,1933608,42,137
11512,1933567,40,163
11513,1933656,39,156
11514,1933636,39,143
11515,1933705,40,149
11516,1933673,41,141
11517,1933738,39,140
11518,1933674,41,145
11519,1933699,40,156
11520,1933750,39,146
11521,1936110,46,203
11522,1935997,38,156
11523,1935973,42,170
11524,1935954,100,195
11525,1935961,41,139
11526,1935904,43,155
11527,1935865,40,144
11528,1935827,45,169
11529,1935895,42,150
11530,1935855,39,142
11531,1935919,39,145
11532,1935849,40,128
11533,1935794,40,162
11534,1935776,41,268
11535,1935941,42,261
11536,1935999,42,129
11537,1936060,40,137
11538,1936172,47,166
11539,1936317,38,124
11540,1936385,39,136
11541,1936489,41,155
11542,1936617,41,254
11543,1936849,40,141
11544,1936967,38,262
11545,1937130,46,177
11546,1937277,40,167
11547,1937427,42,143
11548,1937541,43,269
11549,1937787,41,165
11550,1937928,40,174
11551,1938084,45,146
11552,1938203,40,161
11553,1938342,38,145
11554,1938463,39,147
11555,1938589,42,147
11556,1938717,41,163
11557,1938850,39,152
11558,1938981,42,142
11559,1939102,41,206
11560,1939287,39,131
11561,1939399,47,139
11562,1939523,43,242
11563,1939553,34,129
11564,1939384,40,151
11565,1939461,40,152
11566,1939428,41,171
11567,1939522,42,168
11568,1939511,42,140
11569,1939627,42,176
11570,1939598,40,152
11571,1939559,39,231
11572,1939600,39,140
11573,1939558,41,147
11574,1939515,41,148
11575,1939478,40,132
11576,1939502,44,169
11577,1939468,42,160
11578,1939549,41,155
11579,1939499,41,143
11580,1939564,39,134
11581,1939516,44,143
11582,1939588,40,147
11583,1939564,41,154
11584,1939637,40,151
11585,1939578,40,145
11586,1939469,40,147
11587,1939343,40,132
11588,1939395,108,193
11589,1939489,45,158
11590,1939623,42,153
11591,1939560,40,125
11592,1939606,41,159
11593,1939559,41,162
11594,1939532,44,153
11595,1939660,41,135
11596,1939607,41,124
11597,1939647,42,115
11598,1939556,42,159
11599,1939530,41,143
11600,1939476,44,163
11601,1939457,38,141
11602,1939487,42,173
11603,1939463,41,159
11604,1939540,43,162
11605,1939605,40,157
11606,1939738,41,147
11607,1939607,39,190
11608,1939600,40,171
11609,1939691,39,163
11610,1939636,40,146
11611,1939699,42,141
11612,1939631,42,154
11613,1939595,41,144
11614,1939661,46,149
11615,1939617,41,144
11616,1939686,40,155
11617,1939662,43,144
11618,1939726,42,151
11619,1939697,37,134
11620,1939558,39,159
11621,1939651,41,170
11622,1939610,39,138
11623,1939558,39,171
11624,1939618,44,143
11625,1939740,41,132
11626,1939665,43,149
11627,1939635,45,147
11628,1939600,39,149
11629,1939568,39,156
11630,1939541,38,140
11631,1939492,40,141
11632,1939452,39,138
11633,1939408,41,153
11634,1939374,40,159
11635,1939233,38,152
11636,1939305,38,138
11637,1939254,40,158
11638,1939341,41,143
11639,1939285,40,157
11640,1939364,41,131
11641,1939287,36,116
11642,1939199,37,145
11643,1939058,40,188
11644,1939165,42,169
11645,1939156,42,163
11646,1939028,41,159
11647,1939114,40,156
11648,1939083,39,149
11649,1941672,49,160
11650,1941502,44,162
11651,1941572,41,113
11652,1941513,105,208
11653,1941505,42,140
11654,1941565,42,174
11655,1941557,40,140
11656,1941617,42,156
11657,1941595,40,171
11658,1941686,41,148
11659,1941730,39,162
11660,1941869,41,153
11661,1941997,39,150
11662,1941964,39,156
11663,1942043,38,145
11664,1941994,40,147
11665,1942071,40,161
11666,1942042,39,143
11667,1942104,40,157
11668,1942166,42,145
11669,1942235,40,150
11670,1942034,41,152
11671,1942090,39,157
11672,1941951,39,148
11673,1942021,41,147
11674,1941966,38,159
11675,1941935,43,161
11676,1942018,40,138
11677,1941975,40,137
11678,1942028,40,162
11679,1941990,41,140
