seq,feed_to_engine_ns,decision_ns,total_ns
4680,1227534,32,123
4681,1227479,31,116
4682,1227569,35,116
4683,1227678,32,118
4684,1227659,32,118
4685,1227655,36,103
4686,1227648,36,122
4687,1227760,31,114
4688,1227842,31,100
4689,1227943,31,100
4690,1228143,32,105
4691,1228100,32,114
4692,1228188,32,87
4693,1228155,31,104
4694,1228267,31,107
4695,1228342,31,122
4696,1228566,32,99
4697,1228679,34,101
4698,1228887,31,99
4699,1228775,33,100
4700,1228892,32,121
4701,1228993,32,112
4702,1229197,33,110
4703,1229169,31,99
4704,1229063,30,111
4705,1229164,33,100
4706,1229263,32,100
4707,1229353,31,120
4708,1229369,32,99
4709,1229464,32,99
4710,1229456,32,130
4711,1229664,30,101
4712,1229750,32,99
4713,1229837,37,109
4714,1229816,36,103
4715,1229914,32,123
4716,1230136,31,111
4717,1230238,31,121
4718,1230351,33,100
4719,1230424,32,160
4720,1230559,32,117
4721,1230653,31,100
4722,1230634,32,104
4723,1230637,30,102
4724,1230900,32,112
4725,1230989,31,99
4726,1231005,35,114
4727,1231180,31,105
4728,1231157,31,118
4729,1231267,31,104
4730,1231235,32,125
4731,1231233,32,111
4732,1231340,31,126
4733,1231346,31,100
4734,1231314,31,105
4735,1231325,32,203
4736,1231425,31,101
4737,1233087,34,173
4738,1233342,31,116
4739,1233398,31,137
4740,1233550,73,127
4741,1233666,32,113
4742,1233757,32,102
4743,1233578,33,118
4744,1233669,31,100
4745,1233763,30,100
4746,1233923,31,117
4747,1234176,33,275
4748,1234497,32,165
4749,1234797,32,115
4750,1235055,31,102
4751,1235313,33,108
4752,1235465,35,134
4753,1235641,31,131
4754,1235947,30,115
4755,1236108,31,99
4756,1236253,36,113
4757,1236415,33,132
4758,1236589,31,104
4759,1236749,31,103
4760,1236896,32,99
4761,1237039,31,114
4762,1237199,33,127
4763,1237463,31,106
4764,1237718,31,97
4765,1237856,31,113
4766,1238016,31,113
4767,1238273,32,98
4768,1238416,31,127
4769,1238599,31,131
4770,1238904,36,125
4771,1239176,32,104
4772,1239437,31,113
4773,1239703,32,99
4774,1239612,30,140
4775,1239743,32,106
4776,1239840,31,113
4777,1239849,32,111
4778,1239860,32,105
4779,1239925,32,114
4780,1240085,32,99
4781,1240071,32,115
4782,1240180,31,106
4783,1240266,31,106
4784,1240356,31,126
4785,1240448,33,99
4786,1240422,31,103
4787,1240573,31,108
4788,1240542,31,98
4789,1240622,30,113
4790,1240711,32,99
4791,1240679,31,100
4792,1240784,31,112
4793,1240881,32,120
4794,1240989,32,100
4795,1240944,31,99
4796,1240936,32,99
4797,1241120,32,126
4798,1241203,32,107
4799,1241411,32,105
4800,1241478,30,114
4801,1241577,33,188
4802,1241623,31,119
4803,1241727,32,115
4804,1241730,60,142
4805,1241932,30,126
4806,1241862,32,113
4807,1242093,31,99
4808,1242179,32,223
4809,1242274,30,100
4810,1242267,31,173
4811,1242423,30,123
4812,1242501,31,113
4813,1242595,32,111
4814,1242667,32,111
4815,1242640,32,115
4816,1242746,31,98
4817,1242855,32,132
4818,1242901,32,115
4819,1242882,32,97
4820,1242971,33,99
4821,1242947,33,113
4822,1243018,31,108
4823,1243004,32,115
4824,1243109,31,209
4825,1243210,31,110
4826,1243436,32,114
4827,1243542,33,100
4828,1243636,31,119
4829,1243645,31,151
4830,1243815,32,127
4831,1243815,31,99
4832,1243787,31,120
4833,1243865,32,115
4834,1243863,31,110
4835,1243966,31,114
4836,1243939,31,114
4837,1243929,31,114
4838,1243915,31,88
4839,1243984,33,102
4840,1244042,32,99
4841,1244131,32,105
4842,1244291,31,115
4843,1244546,31,108
4844,1244816,31,101
4845,1245075,31,108
4846,1245232,32,112
4847,1245385,32,112
4848,1245544,31,119
4849,1245789,32,105
4850,1246049,31,125
4851,1246323,32,114
4852,1246590,32,103
4853,1246739,33,121
4854,1246911,30,113
4855,1247070,32,125
4856,1247223,32,115
4857,1247387,31,117
4858,1247546,32,109
4859,1247702,32,108
4860,1247860,32,110
4861,1248114,32,115
4862,1248279,30,103
4863,1248428,32,127
4864,1248596,32,112
4865,1250440,30,133
4866,1250516,31,116
4867,1250608,32,125
4868,1250406,69,184
4869,1250563,30,113
4870,1250661,30,113
4871,1250845,32,140
4872,1250935,32,131
4873,1251143,32,116
4874,1251255,32,171
4875,1251417,32,107
4876,1251494,32,108
4877,1251595,32,117
4878,1251599,33,107
4879,1251704,34,124
4880,1251699,32,127
4881,1251827,32,108
4882,1251810,32,115
4883,1251922,32,131
4884,1251936,36,121
4885,1251938,30,107
4886,1252027,35,127
4887,1252010,30,106
4888,1252002,30,105
4889,1251996,30,121
4890,1251975,30,106
4891,1252049,31,101
4892,1252256,36,117
4893,1252230,32,123
4894,1252237,32,122
4895,1252243,30,107
4896,1252233,35,145
4897,1252461,32,115
4898,1252549,31,117
4899,1252660,32,115
4900,1252658,32,107
4901,1252764,34,124
4902,1252859,32,113
4903,1253064,32,123
4904,1253149,31,170
4905,1253194,31,113
4906,1253294,32,124
4907,1253400,32,116
4908,1253480,31,115
4909,1253476,31,110
4910,1253576,36,118
4911,1253551,35,117
4912,1253552,32,116
4913,1253550,32,213
4914,1253645,32,118
4915,1253826,33,109
4916,1253917,32,104
4917,1254012,31,116
4918,1253989,30,101
4919,1253988,31,133
4920,1254176,31,121
4921,1254251,33,159
4922,1254367,30,137
4923,1254580,31,108
4924,1254649,35,127
4925,1254728,32,108
4926,1254715,32,180
4927,1254889,30,120
4928,1255087,32,138
4929,1255303,31,117
4930,1255240,34,108
4931,1255049,31,108
4932,1255149,80,149
4933,1255171,36,106
4934,1255279,32,114
4935,1255379,31,101
4936,1255347,32,117
4937,1255511,32,109
4938,1255591,31,114
4939,1255679,32,116
4940,1255788,31,94
4941,1255742,32,100
4942,1255834,31,115
4943,1255917,31,112
4944,1255916,31,100
4945,1256149,32,110
4946,1256238,31,109
4947,1256337,32,102
4948,1256406,32,116
4949,1256569,32,88
4950,1256453,30,115
4951,1256585,31,102
4952,1256566,30,109
4953,1256666,31,157
4954,1256719,32,121
4955,1256853,33,152
4956,1256968,33,125
4957,1257184,31,211
4958,1257279,33,101
4959,1257373,32,119
4960,1257366,31,121
4961,1257566,30,115
4962,1257557,31,120
4963,1257642,31,105
4964,1257638,32,136
4965,1257765,32,152
4966,1257816,32,111
4967,1257922,32,108
4968,1257911,31,128
4969,1258034,31,136
4970,1258056,31,114
4971,1258090,32,133
4972,1258301,31,105
4973,1258488,31,129
4974,1258768,32,113
4975,1258951,32,128
4976,1259069,31,109
4977,1259270,31,105
4978,1259542,32,115
4979,1259700,31,133
4980,1260004,32,122
4981,1260268,33,121
4982,1260541,31,126
4983,1260803,32,122
4984,1260968,30,101
